image_id,run_model,status,error_message,model_id,model_split,id_match,split_match,ground_truth_total_calories,gemini_total_calories,abs_error_total_calories,pct_error_total_calories,ground_truth_total_protein,gemini_total_protein,abs_error_total_protein,pct_error_total_protein,ground_truth_total_carb,gemini_total_carb,abs_error_total_carb,pct_error_total_carb,ground_truth_total_fat,gemini_total_fat,abs_error_total_fat,pct_error_total_fat,ground_truth_total_mass,gemini_total_mass,abs_error_total_mass,pct_error_total_mass,raw_model_json
dish_1561749908,gemini-3.1-flash-lite-preview,ok,,dish_1561749908,test,True,True,377.262177,428.000000,50.737823,13.448956,35.403240,33.500000,1.903240,5.375892,22.846836,31.200000,8.353164,36.561579,16.426279,20.100000,3.673721,22.364901,472.000000,500.000000,28.000000,5.932203,"{""id"": ""dish_1561749908"", ""split"": ""test"", ""ingredients"": [{""id"": ""salmon_fillet"", ""name"": ""salmon fillet"", ""grams"": 120.0, ""calories"": 250.0, ""fat"": 15.0, ""carb"": 0.0, ""protein"": 26.0}, {""id"": ""broccoli"", ""name"": ""steamed broccoli"", ""grams"": 100.0, ""calories"": 35.0, ""fat"": 0.4, ""carb"": 7.0, ""protein"": 2.8}, {""id"": ""brussels_sprouts"", ""name"": ""roasted brussels sprouts"", ""grams"": 80.0, ""calories"": 45.0, ""fat"": 2.0, ""carb"": 7.0, ""protein"": 2.5}, {""id"": ""cucumber"", ""name"": ""cucumber slices"", ""grams"": 50.0, ""calories"": 8.0, ""fat"": 0.1, ""carb"": 1.8, ""protein"": 0.3}, {""id"": ""radish"", ""name"": ""radish slices"", ""grams"": 40.0, ""calories"": 6.0, ""fat"": 0.0, ""carb"": 1.4, ""protein"": 0.3}, {""id"": ""cherry_tomatoes"", ""name"": ""cherry tomatoes"", ""grams"": 50.0, ""calories"": 9.0, ""fat"": 0.1, ""carb"": 2.0, ""protein"": 0.4}, {""id"": ""roasted_potatoes"", ""name"": ""roasted potatoes"", ""grams"": 60.0, ""calories"": 75.0, ""fat"": 2.5, ""carb"": 12.0, ""protein"": 1.2}], ""total_calories"": 428.0, ""total_mass"": 500.0, ""total_fat"": 20.1, ""total_carb"": 31.2, ""total_protein"": 33.5}"
dish_1558459462,gemini-3.1-flash-lite-preview,ok,,dish_1558459462,test,True,True,58.650002,52.500000,6.150002,10.485937,0.595000,0.500000,0.095000,15.966387,15.300000,13.500000,1.800000,11.764706,0.170000,0.100000,0.070000,41.176471,85.000000,75.000000,10.000000,11.764706,"{""id"": ""dish_1558459462"", ""split"": ""test"", ""ingredients"": [{""id"": ""grapes_001"", ""name"": ""red grapes"", ""grams"": 75.0, ""calories"": 52.5, ""fat"": 0.1, ""carb"": 13.5, ""protein"": 0.5}], ""total_calories"": 52.5, ""total_mass"": 75.0, ""total_fat"": 0.1, ""total_carb"": 13.5, ""total_protein"": 0.5}"
dish_1565894910,gemini-3.1-flash-lite-preview,ok,,dish_1565894910,test,True,True,537.113037,670.000000,132.886963,24.740968,18.191000,24.000000,5.809000,31.933374,67.945007,84.000000,16.054993,23.629393,21.353001,27.000000,5.646999,26.445927,179.000000,220.000000,41.000000,22.905028,"{""id"": ""dish_1565894910"", ""split"": ""test"", ""ingredients"": [{""id"": ""pizza_slice_1"", ""name"": ""pizza"", ""grams"": 180.0, ""calories"": 480.0, ""fat"": 18.0, ""carb"": 58.0, ""protein"": 22.0}, {""id"": ""cookie_1"", ""name"": ""chocolate cookie"", ""grams"": 40.0, ""calories"": 190.0, ""fat"": 9.0, ""carb"": 26.0, ""protein"": 2.0}], ""total_calories"": 670.0, ""total_mass"": 220.0, ""total_fat"": 27.0, ""total_carb"": 84.0, ""total_protein"": 24.0}"
dish_1557861795,gemini-3.1-flash-lite-preview,ok,,dish_1557861795,test,True,True,13.640000,120.100000,106.460000,780.498534,0.992000,1.900000,0.908000,91.532258,1.333000,6.500000,5.167000,387.621905,0.651000,9.600000,8.949000,1374.654378,31.000000,55.000000,24.000000,77.419355,"{""id"": ""dish_1557861795"", ""split"": ""test"", ""ingredients"": [{""id"": ""lettuce_001"", ""name"": ""romaine lettuce"", ""grams"": 30.0, ""calories"": 5.1, ""fat"": 0.1, ""carb"": 1.0, ""protein"": 0.4}, {""id"": ""croutons_001"", ""name"": ""croutons"", ""grams"": 10.0, ""calories"": 40.0, ""fat"": 1.5, ""carb"": 5.0, ""protein"": 1.2}, {""id"": ""dressing_001"", ""name"": ""caesar dressing"", ""grams"": 15.0, ""calories"": 75.0, ""fat"": 8.0, ""carb"": 0.5, ""protein"": 0.3}], ""total_calories"": 120.1, ""total_mass"": 55.0, ""total_fat"": 9.6, ""total_carb"": 6.5, ""total_protein"": 1.9}"
dish_1560455158,gemini-3.1-flash-lite-preview,ok,,dish_1560455158,test,True,True,69.120850,27.000000,42.120850,60.937980,1.433316,1.100000,0.333316,23.254886,3.531324,2.400000,1.131324,32.036822,5.892522,2.000000,3.892522,66.058676,55.000000,55.000000,0.000000,0.000000,"{""id"": ""dish_1560455158"", ""split"": ""test"", ""ingredients"": [{""id"": ""arugula_001"", ""name"": ""arugula"", ""grams"": 40.0, ""calories"": 10.0, ""fat"": 0.3, ""carb"": 1.5, ""protein"": 1.0}, {""id"": ""black_olives_001"", ""name"": ""black olives"", ""grams"": 15.0, ""calories"": 17.0, ""fat"": 1.7, ""carb"": 0.9, ""protein"": 0.1}], ""total_calories"": 27.0, ""total_mass"": 55.0, ""total_fat"": 2.0, ""total_carb"": 2.4, ""total_protein"": 1.1}"
dish_1562614158,gemini-3.1-flash-lite-preview,ok,,dish_1562614158,test,True,True,453.931671,427.400000,26.531671,5.844860,31.996740,47.100000,15.103260,47.202496,14.829063,9.500000,5.329063,35.936613,30.739628,23.200000,7.539628,24.527389,301.000000,330.000000,29.000000,9.634551,"{""id"": ""dish_1562614158"", ""split"": ""test"", ""ingredients"": [{""id"": ""beef_steak"", ""name"": ""beef steak"", ""grams"": 150.0, ""calories"": 375.0, ""fat"": 22.5, ""carb"": 0.0, ""protein"": 42.0}, {""id"": ""broccoli"", ""name"": ""broccoli"", ""grams"": 100.0, ""calories"": 34.0, ""fat"": 0.4, ""carb"": 6.6, ""protein"": 2.8}, {""id"": ""spinach"", ""name"": ""spinach"", ""grams"": 80.0, ""calories"": 18.4, ""fat"": 0.3, ""carb"": 2.9, ""protein"": 2.3}], ""total_calories"": 427.4, ""total_mass"": 330.0, ""total_fat"": 23.2, ""total_carb"": 9.5, ""total_protein"": 47.1}"
dish_1564432128,gemini-3.1-flash-lite-preview,ok,,dish_1564432128,test,True,True,217.028381,255.000000,37.971619,17.496154,8.091219,10.000000,1.908781,23.590772,21.601864,28.000000,6.398136,29.618444,11.281487,11.500000,0.218513,1.936917,102.000000,145.000000,43.000000,42.156863,"{""id"": ""dish_1564432128"", ""split"": ""test"", ""ingredients"": [{""id"": ""pizza_slice_001"", ""name"": ""pepperoni pizza slice"", ""grams"": 85.0, ""calories"": 225.0, ""fat"": 10.0, ""carb"": 24.0, ""protein"": 9.0}, {""id"": ""mixed_greens_001"", ""name"": ""mixed green salad"", ""grams"": 60.0, ""calories"": 30.0, ""fat"": 1.5, ""carb"": 4.0, ""protein"": 1.0}], ""total_calories"": 255.0, ""total_mass"": 145.0, ""total_fat"": 11.5, ""total_carb"": 28.0, ""total_protein"": 10.0}"
dish_1566591048,gemini-3.1-flash-lite-preview,ok,,dish_1566591048,test,True,True,876.201843,565.000000,311.201843,35.517141,102.963142,59.400000,43.563142,42.309453,12.671190,19.000000,6.328810,49.946453,42.708851,26.200000,16.508851,38.654402,481.000000,335.000000,146.000000,30.353430,"{""id"": ""dish_1566591048"", ""split"": ""test"", ""ingredients"": [{""id"": ""salmon_fillet"", ""name"": ""grilled salmon"", ""grams"": 120.0, ""calories"": 250.0, ""fat"": 15.0, ""carb"": 0.0, ""protein"": 26.0}, {""id"": ""diced_chicken"", ""name"": ""diced chicken breast"", ""grams"": 100.0, ""calories"": 165.0, ""fat"": 3.6, ""carb"": 0.0, ""protein"": 31.0}, {""id"": ""roasted_potatoes"", ""name"": ""roasted potatoes"", ""grams"": 80.0, ""calories"": 100.0, ""fat"": 3.0, ""carb"": 17.0, ""protein"": 2.0}, {""id"": ""kalamata_olives"", ""name"": ""kalamata olives"", ""grams"": 20.0, ""calories"": 45.0, ""fat"": 4.5, ""carb"": 1.0, ""protein"": 0.2}, {""id"": ""garnish"", ""name"": ""red pepper and scallions"", ""grams"": 15.0, ""calories"": 5.0, ""fat"": 0.1, ""carb"": 1.0, ""protein"": 0.2}], ""total_calories"": 565.0, ""total_mass"": 335.0, ""total_fat"": 26.2, ""total_carb"": 19.0, ""total_protein"": 59.4}"
dish_1558635400,gemini-3.1-flash-lite-preview,ok,,dish_1558635400,test,True,True,25.000000,30.000000,5.000000,20.000000,1.800000,2.300000,0.500000,27.777778,5.000000,6.000000,1.000000,20.000000,0.300000,0.300000,0.000000,0.000000,100.000000,120.000000,20.000000,20.000000,"{""id"": ""dish_1558635400"", ""split"": ""test"", ""ingredients"": [{""id"": ""cauliflower_001"", ""name"": ""raw cauliflower florets"", ""grams"": 120.0, ""calories"": 30.0, ""fat"": 0.3, ""carb"": 6.0, ""protein"": 2.3}], ""total_calories"": 30.0, ""total_mass"": 120.0, ""total_fat"": 0.3, ""total_carb"": 6.0, ""total_protein"": 2.3}"
dish_1564690038,gemini-3.1-flash-lite-preview,ok,,dish_1564690038,test,True,True,92.339996,145.000000,52.660004,57.028380,7.290000,22.200000,14.910000,204.526749,16.200001,8.000000,8.200001,50.617287,0.324000,2.400000,2.076000,640.740741,81.000000,100.000000,19.000000,23.456790,"{""id"": ""dish_1564690038"", ""split"": ""test"", ""ingredients"": [{""id"": ""roasted_chicken"", ""name"": ""roasted chicken"", ""grams"": 60.0, ""calories"": 99.0, ""fat"": 2.2, ""carb"": 0.0, ""protein"": 18.6}, {""id"": ""lentils"", ""name"": ""cooked lentils"", ""grams"": 40.0, ""calories"": 46.0, ""fat"": 0.2, ""carb"": 8.0, ""protein"": 3.6}], ""total_calories"": 145.0, ""total_mass"": 100.0, ""total_fat"": 2.4, ""total_carb"": 8.0, ""total_protein"": 22.2}"
dish_1557936555,gemini-3.1-flash-lite-preview,ok,,dish_1557936555,test,True,True,149.279999,175.000000,25.720001,17.229368,12.000000,13.000000,1.000000,8.333333,1.152000,1.500000,0.348000,30.208333,10.080000,11.500000,1.420000,14.087302,96.000000,120.000000,24.000000,25.000000,"{""id"": ""dish_1557936555"", ""split"": ""test"", ""ingredients"": [{""id"": ""scrambled_eggs_001"", ""name"": ""scrambled eggs"", ""grams"": 120.0, ""calories"": 175.0, ""fat"": 11.5, ""carb"": 1.5, ""protein"": 13.0}], ""total_calories"": 175.0, ""total_mass"": 120.0, ""total_fat"": 11.5, ""total_carb"": 1.5, ""total_protein"": 13.0}"
dish_1563824155,gemini-3.1-flash-lite-preview,ok,,dish_1563824155,test,True,True,455.727905,422.000000,33.727905,7.400887,34.405872,29.100000,5.305872,15.421414,27.650078,39.500000,11.849922,42.856740,23.568178,16.900000,6.668178,28.293142,361.000000,345.000000,16.000000,4.432133,"{""id"": ""dish_1563824155"", ""split"": ""test"", ""ingredients"": [{""id"": ""steak_001"", ""name"": ""grilled steak"", ""grams"": 85.0, ""calories"": 220.0, ""fat"": 14.0, ""carb"": 0.0, ""protein"": 22.0}, {""id"": ""couscous_001"", ""name"": ""couscous"", ""grams"": 100.0, ""calories"": 112.0, ""fat"": 0.2, ""carb"": 23.0, ""protein"": 3.8}, {""id"": ""potatoes_001"", ""name"": ""roasted potatoes"", ""grams"": 70.0, ""calories"": 65.0, ""fat"": 2.0, ""carb"": 12.0, ""protein"": 1.5}, {""id"": ""squash_001"", ""name"": ""yellow squash and zucchini"", ""grams"": 60.0, ""calories"": 15.0, ""fat"": 0.2, ""carb"": 3.0, ""protein"": 1.0}, {""id"": ""greens_001"", ""name"": ""saut\u00e9ed greens"", ""grams"": 30.0, ""calories"": 10.0, ""fat"": 0.5, ""carb"": 1.5, ""protein"": 0.8}], ""total_calories"": 422.0, ""total_mass"": 345.0, ""total_fat"": 16.9, ""total_carb"": 39.5, ""total_protein"": 29.1}"
dish_1558030910,gemini-3.1-flash-lite-preview,ok,,dish_1558030910,test,True,True,81.149994,108.000000,26.850006,33.086886,5.550000,6.700000,1.150000,20.720721,0.210000,0.300000,0.090000,42.857143,6.300000,8.600000,2.300000,36.507937,15.000000,20.000000,5.000000,33.333333,"{""id"": ""dish_1558030910"", ""split"": ""test"", ""ingredients"": [{""id"": ""bacon_001"", ""name"": ""cooked bacon"", ""grams"": 20.0, ""calories"": 108.0, ""fat"": 8.6, ""carb"": 0.3, ""protein"": 6.7}], ""total_calories"": 108.0, ""total_mass"": 20.0, ""total_fat"": 8.6, ""total_carb"": 0.3, ""total_protein"": 6.7}"
dish_1561491154,gemini-3.1-flash-lite-preview,ok,,dish_1561491154,test,True,True,166.137466,216.400000,50.262534,30.253582,18.301338,39.600000,21.298662,116.377622,5.614334,2.900000,2.714334,48.346500,18.455791,4.700000,13.755791,74.533738,158.000000,200.000000,42.000000,26.582278,"{""id"": ""dish_1561491154"", ""split"": ""test"", ""ingredients"": [{""id"": ""cooked_chicken_breast"", ""name"": ""cooked chicken breast"", ""grams"": 120.0, ""calories"": 198.0, ""fat"": 4.4, ""carb"": 0.0, ""protein"": 37.2}, {""id"": ""cooked_spinach"", ""name"": ""cooked spinach"", ""grams"": 80.0, ""calories"": 18.4, ""fat"": 0.3, ""carb"": 2.9, ""protein"": 2.4}], ""total_calories"": 216.4, ""total_mass"": 200.0, ""total_fat"": 4.7, ""total_carb"": 2.9, ""total_protein"": 39.6}"
dish_1562097653,gemini-3.1-flash-lite-preview,ok,,dish_1562097653,test,True,True,116.165520,160.000000,43.834480,37.734502,3.374529,6.000000,2.625471,77.802591,14.058498,31.500000,17.441502,124.063766,5.921285,1.300000,4.621285,78.045306,102.000000,160.000000,58.000000,56.862745,"{""id"": ""dish_1562097653"", ""split"": ""test"", ""ingredients"": [{""id"": ""arugula_salad"", ""name"": ""arugula salad"", ""grams"": 40.0, ""calories"": 10.0, ""fat"": 0.3, ""carb"": 1.5, ""protein"": 1.0}, {""id"": ""cooked_farro"", ""name"": ""cooked farro"", ""grams"": 120.0, ""calories"": 150.0, ""fat"": 1.0, ""carb"": 30.0, ""protein"": 5.0}], ""total_calories"": 160.0, ""total_mass"": 160.0, ""total_fat"": 1.3, ""total_carb"": 31.5, ""total_protein"": 6.0}"
dish_1563568025,gemini-3.1-flash-lite-preview,ok,,dish_1563568025,test,True,True,244.986359,303.000000,58.013641,23.680356,19.446245,34.400000,14.953755,76.897905,28.967131,26.500000,2.467131,8.517002,16.967199,7.600000,9.367199,55.207692,247.000000,330.000000,83.000000,33.603239,"{""id"": ""dish_1563568025"", ""split"": ""test"", ""ingredients"": [{""id"": ""corn_001"", ""name"": ""corn on the cob"", ""grams"": 120.0, ""calories"": 115.0, ""fat"": 1.5, ""carb"": 25.0, ""protein"": 3.5}, {""id"": ""fish_001"", ""name"": ""grilled fish"", ""grams"": 150.0, ""calories"": 180.0, ""fat"": 6.0, ""carb"": 0.0, ""protein"": 30.0}, {""id"": ""veg_001"", ""name"": ""bok choy"", ""grams"": 60.0, ""calories"": 8.0, ""fat"": 0.1, ""carb"": 1.5, ""protein"": 0.9}], ""total_calories"": 303.0, ""total_mass"": 330.0, ""total_fat"": 7.6, ""total_carb"": 26.5, ""total_protein"": 34.4}"
dish_1566328894,gemini-3.1-flash-lite-preview,ok,,dish_1566328894,test,True,True,236.650986,320.000000,83.349014,35.220227,9.968000,14.000000,4.032000,40.449438,29.815001,38.000000,8.184999,27.452620,8.366000,12.000000,3.634000,43.437724,89.000000,120.000000,31.000000,34.831461,"{""id"": ""dish_1566328894"", ""split"": ""test"", ""ingredients"": [{""id"": ""pizza_slice_01"", ""name"": ""cheese pizza"", ""grams"": 120.0, ""calories"": 320.0, ""fat"": 12.0, ""carb"": 38.0, ""protein"": 14.0}], ""total_calories"": 320.0, ""total_mass"": 120.0, ""total_fat"": 12.0, ""total_carb"": 38.0, ""total_protein"": 14.0}"
dish_1563476323,gemini-3.1-flash-lite-preview,ok,,dish_1563476323,test,True,True,686.971130,480.000000,206.971130,30.128068,55.327595,26.000000,29.327595,53.007175,38.625374,48.000000,9.374626,24.270641,33.461006,20.000000,13.461006,40.228934,339.000000,220.000000,119.000000,35.103245,"{""id"": ""dish_1563476323"", ""split"": ""test"", ""ingredients"": [{""id"": ""salmon_rice_dish"", ""name"": ""salmon and rice mixture"", ""grams"": 180.0, ""calories"": 320.0, ""fat"": 12.0, ""carb"": 28.0, ""protein"": 24.0}, {""id"": ""brownie_piece"", ""name"": ""brownie piece"", ""grams"": 40.0, ""calories"": 160.0, ""fat"": 8.0, ""carb"": 20.0, ""protein"": 2.0}], ""total_calories"": 480.0, ""total_mass"": 220.0, ""total_fat"": 20.0, ""total_carb"": 48.0, ""total_protein"": 26.0}"
dish_1563563240,gemini-3.1-flash-lite-preview,ok,,dish_1563563240,test,True,True,48.299999,69.000000,20.700001,42.857146,0.336000,0.300000,0.036000,10.714286,2.646000,1.500000,1.146000,43.310658,4.494000,6.000000,1.506000,33.511348,42.000000,30.000000,12.000000,28.571429,"{""id"": ""dish_1563563240"", ""split"": ""test"", ""ingredients"": [{""id"": ""kalamata_olives"", ""name"": ""kalamata olives"", ""grams"": 30.0, ""calories"": 69.0, ""fat"": 6.0, ""carb"": 1.5, ""protein"": 0.3}], ""total_calories"": 69.0, ""total_mass"": 30.0, ""total_fat"": 6.0, ""total_carb"": 1.5, ""total_protein"": 0.3}"
