image_id,run_model,status,error_message,model_id,model_split,id_match,split_match,ground_truth_total_calories,gemini_total_calories,abs_error_total_calories,pct_error_total_calories,ground_truth_total_protein,gemini_total_protein,abs_error_total_protein,pct_error_total_protein,ground_truth_total_carb,gemini_total_carb,abs_error_total_carb,pct_error_total_carb,ground_truth_total_fat,gemini_total_fat,abs_error_total_fat,pct_error_total_fat,ground_truth_total_mass,gemini_total_mass,abs_error_total_mass,pct_error_total_mass,raw_model_json
dish_1565030391,gemini-2.5-flash,ok,,dish_1565030391,test,True,True,609.333923,437.000000,172.333923,28.282345,52.597542,38.100000,14.497542,27.563155,12.058959,50.700000,38.641041,320.434301,37.047943,9.400000,27.647943,74.627471,313.000000,400.000000,87.000000,27.795527,"{""id"": ""dish_1565030391"", ""split"": ""test"", ""ingredients"": [{""id"": ""ingredient_1705030391"", ""name"": ""arugula"", ""grams"": 30, ""calories"": 8, ""fat"": 0.2, ""carb"": 1.5, ""protein"": 0.8}, {""id"": ""ingredient_1705030392"", ""name"": ""broccoli"", ""grams"": 100, ""calories"": 34, ""fat"": 0.4, ""carb"": 6.6, ""protein"": 2.8}, {""id"": ""ingredient_1705030393"", ""name"": ""rice"", ""grams"": 150, ""calories"": 195, ""fat"": 0.4, ""carb"": 42.6, ""protein"": 4.3}, {""id"": ""ingredient_1705030394"", ""name"": ""chicken"", ""grams"": 120, ""calories"": 200, ""fat"": 8.4, ""carb"": 0, ""protein"": 30.2}], ""total_calories"": 437, ""total_mass"": 400, ""total_fat"": 9.4, ""total_carb"": 50.7, ""total_protein"": 38.1}"
dish_1564171888,gemini-2.5-flash,ok,,dish_1564171888,test,True,True,345.125885,338.000000,7.125885,2.064721,36.027115,24.700000,11.327115,31.440528,7.637636,28.200000,20.562364,269.224195,17.510075,13.300000,4.210075,24.043729,194.000000,213.398000,19.398000,9.998969,"{""id"": ""dish_1564171888"", ""split"": ""test"", ""ingredients"": [{""id"": ""salmon"", ""name"": ""salmon"", ""grams"": 113.398, ""calories"": 208.0, ""fat"": 13.0, ""carb"": 0.0, ""protein"": 22.0}, {""id"": ""rice"", ""name"": ""rice"", ""grams"": 100.0, ""calories"": 130.0, ""fat"": 0.3, ""carb"": 28.2, ""protein"": 2.7}], ""total_calories"": 338.0, ""total_mass"": 213.398, ""total_fat"": 13.3, ""total_carb"": 28.2, ""total_protein"": 24.7}"
dish_1561749908,gemini-2.5-flash,ok,,dish_1561749908,test,True,True,377.262177,355.500000,21.762177,5.768449,35.403240,28.700000,6.703240,18.933973,22.846836,37.400000,14.553164,63.698816,16.426279,14.300000,2.126279,12.944374,472.000000,500.000000,28.000000,5.932203,"{""id"": ""dish_1561749908"", ""split"": ""test"", ""ingredients"": [{""id"": ""ingredient_1"", ""name"": ""salmon"", ""grams"": 100.0, ""calories"": 208.0, ""fat"": 13.0, ""carb"": 0.0, ""protein"": 20.0}, {""id"": ""ingredient_2"", ""name"": ""broccoli"", ""grams"": 150.0, ""calories"": 51.0, ""fat"": 0.6, ""carb"": 10.8, ""protein"": 4.2}, {""id"": ""ingredient_3"", ""name"": ""brussels sprouts"", ""grams"": 80.0, ""calories"": 34.0, ""fat"": 0.3, ""carb"": 7.2, ""protein"": 2.8}, {""id"": ""ingredient_4"", ""name"": ""cucumber"", ""grams"": 50.0, ""calories"": 7.5, ""fat"": 0.1, ""carb"": 1.8, ""protein"": 0.3}, {""id"": ""ingredient_5"", ""name"": ""cherry tomatoes"", ""grams"": 40.0, ""calories"": 7.2, ""fat"": 0.1, ""carb"": 1.6, ""protein"": 0.4}, {""id"": ""ingredient_6"", ""name"": ""radishes"", ""grams"": 30.0, ""calories"": 4.8, ""fat"": 0.1, ""carb"": 1.0, ""protein"": 0.2}, {""id"": ""ingredient_7"", ""name"": ""sweet potato"", ""grams"": 50.0, ""calories"": 43.0, ""fat"": 0.1, ""carb"": 10.0, ""protein"": 0.8}], ""total_calories"": 355.5, ""total_mass"": 500.0, ""total_fat"": 14.3, ""total_carb"": 37.4, ""total_protein"": 28.7}"
dish_1558459462,gemini-2.5-flash,ok,,dish_1558459462,test,True,True,58.650002,69.000000,10.349998,17.647055,0.595000,0.720000,0.125000,21.008403,15.300000,18.100000,2.800000,18.300654,0.170000,0.160000,0.010000,5.882353,85.000000,100.000000,15.000000,17.647059,"{""id"": ""dish_1558459462"", ""split"": ""test"", ""ingredients"": [{""id"": ""grape"", ""name"": ""grape"", ""grams"": 100.0, ""calories"": 69.0, ""fat"": 0.16, ""carb"": 18.1, ""protein"": 0.72}], ""total_calories"": 69.0, ""total_mass"": 100.0, ""total_fat"": 0.16, ""total_carb"": 18.1, ""total_protein"": 0.72}"
dish_1565894910,gemini-2.5-flash,ok,,dish_1565894910,test,True,True,537.113037,650.000000,112.886963,21.017357,18.191000,27.000000,8.809000,48.425045,67.945007,80.000000,12.054993,17.742279,21.353001,28.000000,6.646999,31.129109,179.000000,230.000000,51.000000,28.491620,"{""id"": ""dish_1565894910"", ""split"": ""test"", ""ingredients"": [{""id"": ""60001"", ""name"": ""pizza"", ""grams"": 200.0, ""calories"": 500.0, ""fat"": 20.0, ""carb"": 60.0, ""protein"": 25.0}, {""id"": ""60002"", ""name"": ""chocolate chip cookie"", ""grams"": 30.0, ""calories"": 150.0, ""fat"": 8.0, ""carb"": 20.0, ""protein"": 2.0}], ""total_calories"": 650.0, ""total_mass"": 230.0, ""total_fat"": 28.0, ""total_carb"": 80.0, ""total_protein"": 27.0}"
dish_1557861795,gemini-2.5-flash,ok,,dish_1557861795,test,True,True,13.640000,150.000000,136.360000,999.706745,0.992000,5.000000,4.008000,404.032258,1.333000,10.000000,8.667000,650.187547,0.651000,10.000000,9.349000,1436.098310,31.000000,100.000000,69.000000,222.580645,"{""id"": ""dish_1557861795"", ""split"": ""test"", ""ingredients"": [{""id"": ""500000000000000000000000"", ""name"": ""salad"", ""grams"": 100.0, ""calories"": 150.0, ""fat"": 10.0, ""carb"": 10.0, ""protein"": 5.0}], ""total_calories"": 150.0, ""total_mass"": 100.0, ""total_fat"": 10.0, ""total_carb"": 10.0, ""total_protein"": 5.0}"
dish_1560455158,gemini-2.5-flash,ok,,dish_1560455158,test,True,True,69.120850,24.000000,45.120850,65.278205,1.433316,1.370000,0.063316,4.417449,3.531324,2.680000,0.851324,24.107785,5.892522,1.200000,4.692522,79.635205,55.000000,60.000000,5.000000,9.090909,"{""id"": ""dish_1560455158"", ""split"": ""test"", ""ingredients"": [{""id"": ""arugula"", ""name"": ""arugula"", ""grams"": 50, ""calories"": 12.5, ""fat"": 0.13, ""carb"": 2.05, ""protein"": 1.29}, {""id"": ""black olives"", ""name"": ""black olives"", ""grams"": 10, ""calories"": 11.5, ""fat"": 1.07, ""carb"": 0.63, ""protein"": 0.08}], ""total_calories"": 24, ""total_mass"": 60, ""total_fat"": 1.2, ""total_carb"": 2.68, ""total_protein"": 1.37}"
dish_1562614158,gemini-2.5-flash,ok,,dish_1562614158,test,True,True,453.931671,307.000000,146.931671,32.368676,31.996740,30.700000,1.296740,4.052725,14.829063,15.200000,0.370937,2.501419,30.739628,15.800000,14.939628,48.600549,301.000000,350.000000,49.000000,16.279070,"{""id"": ""dish_1562614158"", ""split"": ""test"", ""ingredients"": [{""id"": ""broccoli"", ""name"": ""broccoli"", ""grams"": 100, ""calories"": 34, ""fat"": 0.4, ""carb"": 6.6, ""protein"": 2.8}, {""id"": ""spinach"", ""name"": ""spinach"", ""grams"": 100, ""calories"": 23, ""fat"": 0.4, ""carb"": 3.6, ""protein"": 2.9}, {""id"": ""beef_stir_fry"", ""name"": ""beef stir fry"", ""grams"": 150, ""calories"": 250, ""fat"": 15, ""carb"": 5, ""protein"": 25}], ""total_calories"": 307, ""total_mass"": 350, ""total_fat"": 15.8, ""total_carb"": 15.2, ""total_protein"": 30.7}"
dish_1564432128,gemini-2.5-flash,ok,,dish_1564432128,test,True,True,217.028381,550.000000,332.971619,153.423076,8.091219,25.000000,16.908781,208.976929,21.601864,50.000000,28.398136,131.461507,11.281487,30.000000,18.718513,165.922391,102.000000,250.000000,148.000000,145.098039,"{""id"": ""dish_1564432128"", ""split"": ""test"", ""ingredients"": [{""id"": ""ing_10000"", ""name"": ""salad"", ""grams"": 100.0, ""calories"": 150.0, ""fat"": 10.0, ""carb"": 10.0, ""protein"": 5.0}, {""id"": ""ing_10001"", ""name"": ""pizza"", ""grams"": 150.0, ""calories"": 400.0, ""fat"": 20.0, ""carb"": 40.0, ""protein"": 20.0}], ""total_calories"": 550.0, ""total_mass"": 250.0, ""total_fat"": 30.0, ""total_carb"": 50.0, ""total_protein"": 25.0}"
dish_1566591048,gemini-2.5-flash,ok,,dish_1566591048,test,True,True,876.201843,587.000000,289.201843,33.006304,102.963142,64.600000,38.363142,37.259102,12.671190,30.700000,18.028810,142.281901,42.708851,19.920000,22.788851,53.358614,481.000000,430.000000,51.000000,10.602911,"{""id"": ""dish_1566591048"", ""split"": ""test"", ""ingredients"": [{""id"": ""65001"", ""name"": ""salmon"", ""grams"": 120, ""calories"": 250, ""fat"": 12, ""carb"": 0, ""protein"": 30}, {""id"": ""11352"", ""name"": ""potatoes"", ""grams"": 150, ""calories"": 120, ""fat"": 0.2, ""carb"": 27, ""protein"": 3}, {""id"": ""09200"", ""name"": ""olives"", ""grams"": 30, ""calories"": 45, ""fat"": 4, ""carb"": 2, ""protein"": 0.3}, {""id"": ""11957"", ""name"": ""red bell pepper"", ""grams"": 20, ""calories"": 6, ""fat"": 0.1, ""carb"": 1.4, ""protein"": 0.2}, {""id"": ""11298"", ""name"": ""lettuce"", ""grams"": 10, ""calories"": 1.5, ""fat"": 0.02, ""carb"": 0.3, ""protein"": 0.1}, {""id"": ""05064"", ""name"": ""chicken breast"", ""grams"": 100, ""calories"": 165, ""fat"": 3.6, ""carb"": 0, ""protein"": 31}], ""total_calories"": 587, ""total_mass"": 430, ""total_fat"": 19.92, ""total_carb"": 30.7, ""total_protein"": 64.6}"
dish_1558635400,gemini-2.5-flash,ok,,,,,,25.000000,38.000000,13.000000,52.000000,1.800000,2.900000,1.100000,61.111111,5.000000,7.600000,2.600000,52.000000,0.300000,0.400000,0.100000,33.333333,100.000000,150.000000,50.000000,50.000000,"{""ingredients"": [{""id"": ""ingr_0000000001"", ""name"": ""Cauliflower"", ""grams"": 150.0, ""ml"": null, ""calories"": 38.0, ""fat"": 0.4, ""carb"": 7.6, ""protein"": 2.9, ""sugar"": 3.0, ""confidence"": 0.9}], ""total_calories"": 38.0, ""total_mass"": 150.0, ""total_fat"": 0.4, ""total_carb"": 7.6, ""total_protein"": 2.9, ""total_sugar"": 3.0, ""error"": null}"
dish_1564690038,gemini-2.5-flash,ok,,,,,,92.339996,105.000000,12.660004,13.710206,7.290000,4.000000,3.290000,45.130316,16.200001,8.000000,8.200001,50.617287,0.324000,7.000000,6.676000,2060.493827,81.000000,150.000000,69.000000,85.185185,"{""ingredients"": [{""id"": ""ingr_0000000001"", ""name"": ""Bitter melon with black bean sauce"", ""grams"": 150, ""ml"": null, ""calories"": 105, ""fat"": 7, ""carb"": 8, ""protein"": 4, ""sugar"": 2, ""confidence"": 0.9}], ""total_calories"": 105, ""total_mass"": 150, ""total_fat"": 7, ""total_carb"": 8, ""total_protein"": 4, ""total_sugar"": 2, ""error"": null}"
dish_1557936555,gemini-2.5-flash,ok,,,,,,149.279999,149.000000,0.279999,0.187566,12.000000,10.600000,1.400000,11.666667,1.152000,1.100000,0.052000,4.513889,10.080000,10.900000,0.820000,8.134921,96.000000,100.000000,4.000000,4.166667,"{""ingredients"": [{""id"": ""ingr_0000000192"", ""name"": ""Scrambled eggs"", ""grams"": 100, ""ml"": null, ""calories"": 149, ""fat"": 10.9, ""carb"": 1.1, ""protein"": 10.6, ""sugar"": 1.1, ""confidence"": 1.0}], ""total_calories"": 149, ""total_mass"": 100, ""total_fat"": 10.9, ""total_carb"": 1.1, ""total_protein"": 10.6, ""total_sugar"": 1.1, ""error"": null}"
dish_1563824155,gemini-2.5-flash,ok,,,,,,455.727905,670.000000,214.272095,47.017550,34.405872,46.000000,11.594128,33.698108,27.650078,69.000000,41.349922,149.547216,23.568178,21.000000,2.568178,10.896803,361.000000,450.000000,89.000000,24.653740,"{""ingredients"": [{""id"": ""ingr_0000000192"", ""name"": ""Steak"", ""grams"": 120, ""ml"": null, ""calories"": 300, ""fat"": 15, ""carb"": 0, ""protein"": 35, ""sugar"": 0, ""confidence"": 0.9}, {""id"": ""ingr_0000000193"", ""name"": ""Couscous"", ""grams"": 150, ""ml"": null, ""calories"": 200, ""fat"": 1, ""carb"": 40, ""protein"": 7, ""sugar"": 1, ""confidence"": 0.9}, {""id"": ""ingr_0000000194"", ""name"": ""Roasted Potatoes"", ""grams"": 100, ""ml"": null, ""calories"": 150, ""fat"": 5, ""carb"": 25, ""protein"": 3, ""sugar"": 1, ""confidence"": 0.8}, {""id"": ""ingr_0000000195"", ""name"": ""Zucchini and Yellow Squash"", ""grams"": 80, ""ml"": null, ""calories"": 20, ""fat"": 0, ""carb"": 4, ""protein"": 1, ""sugar"": 2, ""confidence"": 0.8}], ""total_calories"": 670, ""total_mass"": 450, ""total_fat"": 21, ""total_carb"": 69, ""total_protein"": 46, ""total_sugar"": 4, ""error"": null}"
dish_1558030910,gemini-2.5-flash,ok,,,,,,81.149994,108.000000,26.850006,33.086886,5.550000,7.200000,1.650000,29.729730,0.210000,0.400000,0.190000,90.476190,6.300000,8.400000,2.100000,33.333333,15.000000,20.000000,5.000000,33.333333,"{""ingredients"": [{""id"": ""ingr_0000000001"", ""name"": ""Bacon"", ""grams"": 20, ""ml"": null, ""calories"": 108, ""fat"": 8.4, ""carb"": 0.4, ""protein"": 7.2, ""sugar"": 0.2, ""confidence"": 0.95}], ""total_calories"": 108, ""total_mass"": 20, ""total_fat"": 8.4, ""total_carb"": 0.4, ""total_protein"": 7.2, ""total_sugar"": 0.2, ""error"": null}"
dish_1561491154,gemini-2.5-flash,ok,,,,,,166.137466,276.000000,109.862534,66.127489,18.301338,49.500000,31.198662,170.472028,5.614334,4.500000,1.114334,19.848018,18.455791,7.900000,10.555791,57.195007,158.000000,255.000000,97.000000,61.392405,"{""ingredients"": [{""id"": ""ingr_0000000192"", ""name"": ""Chicken breast"", ""grams"": 150, ""ml"": null, ""calories"": 249, ""fat"": 7.5, ""carb"": 0, ""protein"": 46.5, ""sugar"": 0, ""confidence"": 0.9}, {""id"": ""ingr_0000000193"", ""name"": ""Spinach"", ""grams"": 100, ""ml"": null, ""calories"": 23, ""fat"": 0.4, ""carb"": 3.6, ""protein"": 2.9, ""sugar"": 0.4, ""confidence"": 0.9}, {""id"": ""ingr_0000000194"", ""name"": ""Ginger"", ""grams"": 5, ""ml"": null, ""calories"": 4, ""fat"": 0, ""carb"": 0.9, ""protein"": 0.1, ""sugar"": 0.1, ""confidence"": 0.8}], ""total_calories"": 276, ""total_mass"": 255, ""total_fat"": 7.9, ""total_carb"": 4.5, ""total_protein"": 49.5, ""total_sugar"": 0.5, ""error"": null}"
dish_1562097653,gemini-2.5-flash,ok,,,,,,116.165520,163.000000,46.834480,40.317024,3.374529,6.300000,2.925471,86.692721,14.058498,32.000000,17.941502,127.620333,5.921285,1.300000,4.621285,78.045306,102.000000,150.000000,48.000000,47.058824,"{""ingredients"": [{""id"": ""ingr_0000000001"", ""name"": ""Arugula"", ""grams"": 50.0, ""ml"": null, ""calories"": 13, ""fat"": 0.3, ""carb"": 2.0, ""protein"": 1.3, ""sugar"": 0.8, ""confidence"": 0.9}, {""id"": ""ingr_0000000002"", ""name"": ""Cooked Grains (e.g., Farro or Wheat Berries)"", ""grams"": 100.0, ""ml"": null, ""calories"": 150, ""fat"": 1.0, ""carb"": 30.0, ""protein"": 5.0, ""sugar"": 1.0, ""confidence"": 0.8}], ""total_calories"": 163, ""total_mass"": 150, ""total_fat"": 1.3, ""total_carb"": 32.0, ""total_protein"": 6.3, ""total_sugar"": 1.8, ""error"": null}"
dish_1563568025,gemini-2.5-flash,ok,,,,,,244.986359,340.000000,95.013641,38.783237,19.446245,31.000000,11.553755,59.413810,28.967131,35.000000,6.032869,20.826602,16.967199,10.000000,6.967199,41.062753,247.000000,350.000000,103.000000,41.700405,"{""ingredients"": [{""id"": ""ingr_0000000192"", ""name"": ""Corn on the cob"", ""grams"": 150, ""ml"": null, ""calories"": 130, ""fat"": 2, ""carb"": 29, ""protein"": 4, ""sugar"": 9, ""confidence"": 0.9}, {""id"": ""ingr_0000000193"", ""name"": ""Steamed fish"", ""grams"": 120, ""ml"": null, ""calories"": 180, ""fat"": 8, ""carb"": 0, ""protein"": 25, ""sugar"": 0, ""confidence"": 0.8}, {""id"": ""ingr_0000000194"", ""name"": ""Steamed vegetables"", ""grams"": 80, ""ml"": null, ""calories"": 30, ""fat"": 0, ""carb"": 6, ""protein"": 2, ""sugar"": 2, ""confidence"": 0.7}], ""total_calories"": 340, ""total_mass"": 350, ""total_fat"": 10, ""total_carb"": 35, ""total_protein"": 31, ""total_sugar"": 11, ""error"": null}"
dish_1566328894,gemini-2.5-flash,ok,,,,,,236.650986,266.000000,29.349014,12.401814,9.968000,11.000000,1.032000,10.353130,29.815001,33.000000,3.184999,10.682539,8.366000,10.000000,1.634000,19.531437,89.000000,100.000000,11.000000,12.359551,"{""ingredients"": [{""id"": ""ingr_0000000192"", ""name"": ""Pizza"", ""grams"": 100, ""ml"": null, ""calories"": 266, ""fat"": 10, ""carb"": 33, ""protein"": 11, ""sugar"": 3, ""confidence"": 0.9}], ""total_calories"": 266, ""total_mass"": 100, ""total_fat"": 10, ""total_carb"": 33, ""total_protein"": 11, ""total_sugar"": 3, ""error"": null}"
